6.727424, 152.600006, 10.005768, 14.000000
6.727424, 152.199997, 10.175825, 14.000000
6.727552, 152.199997, 10.484509, 14.000000
6.727488, 152.000000, 10.067251, 14.000000
6.727488, 152.399994, 10.332067, 14.000000
6.727616, 152.199997, 10.183281, 13.000000
6.727232, 153.199997, 10.254004, 14.000000
6.727168, 152.800003, 10.197932, 14.000000
6.727232, 153.399994, 10.018779, 14.000000
7.355136, 155.000000, 10.282557, 14.000000
7.355200, 155.000000, 10.186507, 13.000000
7.355072, 155.199997, 10.060574, 14.000000
6.726784, 155.199997, 10.238461, 14.000000
